Name,CR,Type,Size,Image URL
Scout,0.5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/0/162/100/100/636252759914474845.jpeg
Satyr,0.5,Fey,Medium,https://www.dndbeyond.com/avatars/thumbnails/0/168/100/100/636252760704309211.jpeg
Sahuagin,0.5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/0/176/100/100/636252761683277871.jpeg
Magmin,0.5,Elemental,Small,https://www.dndbeyond.com/avatars/thumbnails/0/182/100/100/636252762033615447.jpeg
Rust Monster,0.5,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/0/206/100/100/636252764264556930.jpeg
Lizardfolk,0.5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/0/232/100/100/636252766314280321.jpeg
Cockatrice,0.5,Monstrosity,Small,https://www.dndbeyond.com/avatars/thumbnails/0/250/100/100/636252767744357291.jpeg
Darkmantle,0.5,Monstrosity,Small,https://www.dndbeyond.com/avatars/thumbnails/0/262/100/100/636252768676230840.jpeg
Orc,0.5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/0/300/100/100/636252771690760688.jpeg
Dust Mephit,0.5,Elemental,Small,https://www.dndbeyond.com/avatars/thumbnails/0/312/100/100/636252772213502587.jpeg
Gnoll,0.5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/0/344/100/100/636252777224528873.jpeg
Hobgoblin,0.5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/0/388/100/100/636252781431307548.jpeg
Worg,0.5,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/0/51/100/100/636252724661448039.jpeg
Thug,0.5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/0/98/100/100/636252741334894064.jpeg
Anvilwrought Raptor,0.5,Construct,Tiny,https://www.dndbeyond.com/avatars/thumbnails/10836/331/100/100/637266335053208659.jpeg
Hippocamp,0.5,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/10836/699/100/100/637266346639201883.jpeg
Amphisbaena (Monstrosity),0.5,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/10845/332/100/100/637266669671828681.jpeg
Gnome Squidling,0.5,Aberration,Small,https://www.dndbeyond.com/avatars/thumbnails/12734/885/100/100/637357081655045681.jpeg
Spellix Romwod,0.5,Humanoid,Small,https://www.dndbeyond.com/avatars/thumbnails/12734/950/100/100/637357081753822944.jpeg
Crushing Wave Reaver,0.5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/15/334/100/100/636372271445445781.jpeg
Ambush Drake,0.5,Dragon,Medium,https://www.dndbeyond.com/avatars/thumbnails/15/459/100/100/636373111572452839.jpeg
Vine Blight,0.5,Plant,Medium,https://www.dndbeyond.com/avatars/thumbnails/16/465/100/100/636376287267875128.jpeg
Tridrone,0.5,Construct,Medium,https://www.dndbeyond.com/avatars/thumbnails/16/507/100/100/636376314169663266.jpeg
Gas Spore,0.5,Plant,Large,https://www.dndbeyond.com/avatars/thumbnails/16/524/100/100/636376325968650247.jpeg
Kiddywidget,0.5,Construct,Small,https://www.dndbeyond.com/avatars/thumbnails/16420/930/100/100/637514193148311302.jpeg
Sage,0.5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/16420/944/100/100/637514193171393358.jpeg
Death’s Head,0.5,Undead,Tiny,https://www.dndbeyond.com/avatars/thumbnails/17747/447/100/100/637568590414166395.jpeg
Ice Mephit,0.5,Elemental,Small,https://www.dndbeyond.com/avatars/thumbnails/18/289/100/100/636379804105352414.jpeg
Barovian Witch,0.5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/18/340/100/100/636379876849639796.jpeg
Amidor the Dandelion,0.5,Plant,Small,https://www.dndbeyond.com/avatars/thumbnails/20472/339/100/100/637677436304261311.jpeg
Clapperclaw the Scarecrow,0.5,Construct,Small,https://www.dndbeyond.com/avatars/thumbnails/20472/378/100/100/637677437798845339.jpeg
Giant Dragonfly,0.5,Beast,Large,https://www.dndbeyond.com/avatars/thumbnails/20472/417/100/100/637677439513853070.jpeg
Darkling,0.5,Fey,Small,https://www.dndbeyond.com/avatars/thumbnails/20487/261/100/100/637677950044978096.jpeg
Draconian Foot Soldier,0.5,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/21205/196/100/100/637707682413074397.jpeg
First-Year Student,0.5,Humanoid,Medium or Small,https://www.dndbeyond.com/avatars/thumbnails/22135/791/100/100/637743395557115168.jpeg
Clawfoot Raptor,0.5,Beast,Medium,https://www.dndbeyond.com/avatars/thumbnails/2265/40/100/100/636678129809555726.jpeg
Sacred Stone Monk,0.5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/25203/418/100/100/637858829269828324.jpeg
Boggle,0.5,Fey,Small,https://www.dndbeyond.com/avatars/thumbnails/25705/669/100/100/637878872135260173.jpeg
Firenewt Warrior,0.5,Elemental,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/364/100/100/637880557516959520.jpeg
Gazer (Familiar Variant),0.5,Aberration,Tiny,https://www.dndbeyond.com/avatars/thumbnails/25746/390/100/100/637880557560683639.jpeg
Gazer,0.5,Aberration,Tiny,https://www.dndbeyond.com/avatars/thumbnails/25746/393/100/100/637880557565663997.jpeg
Nupperibo,0.5,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/579/100/100/637880557892854286.jpeg
Skulk,0.5,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/643/100/100/637880557992453240.jpeg
Swarm of Rot Grubs,0.5,Beast,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/699/100/100/637880558076199171.jpeg
Darkling,0.5,Fey,Small,https://www.dndbeyond.com/avatars/thumbnails/25881/929/100/100/637885589815011113.jpeg
Nupperibo,0.5,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/270/367/100/100/636598541240685844.jpeg
Magma Mephit,0.5,Elemental,Small,https://www.dndbeyond.com/avatars/thumbnails/27189/667/100/100/637932510205006610.jpeg
Wynling,0.5,Fey,Tiny,https://www.dndbeyond.com/avatars/thumbnails/27340/648/100/100/637937472241320969.jpeg
Space Eel,0.5,Beast,Small,https://www.dndbeyond.com/avatars/thumbnails/28079/926/100/100/637961800942422683.jpeg
Ssurran Poisoner,0.5,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/28079/944/100/100/637961800974090074.jpeg
Myconid Adult,0.5,Plant,Medium,https://www.dndbeyond.com/avatars/thumbnails/29317/468/100/100/638004851097083382.jpeg
Gray Ooze,0.5,Ooze,Medium,https://www.dndbeyond.com/avatars/thumbnails/29945/977/100/100/638028454902570490.jpeg
Jaculi,0.5,Beast,Large,https://www.dndbeyond.com/avatars/thumbnails/30/754/100/100/636395098921686028.jpeg
Zorbo,0.5,Monstrosity,Small,https://www.dndbeyond.com/avatars/thumbnails/30/781/100/100/636395102475986578.jpeg
Tri-flower Frond,0.5,Plant,Medium,https://www.dndbeyond.com/avatars/thumbnails/30/790/100/100/636395110774550257.jpeg
Hadozee Warrior,0.5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/30164/528/100/100/638036924905750250.jpeg
Baaz Draconian,0.5,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/30414/512/100/100/638046466536380709.jpeg
Sea Elf Scout,0.5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/30414/559/100/100/638046466611927395.jpeg
Skulk,0.5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/322/324/100/100/636623500899374121.jpeg
Giant Lynx,0.5,Fey,Medium,https://www.dndbeyond.com/avatars/thumbnails/35952/715/100/100/638264236470150809.jpeg
Redbrand Ruffian,0.5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/36576/641/100/100/638291908638162540.jpeg
Faerie Borrower,0.5,Fey,Tiny,https://www.dndbeyond.com/avatars/thumbnails/36958/350/100/100/638308300181018625.jpeg
Gingerbrute,0.5,Construct,Tiny,https://www.dndbeyond.com/avatars/thumbnails/36958/356/100/100/638308300191782546.jpeg
Chitine,0.5,Monstrosity,Small,https://www.dndbeyond.com/avatars/thumbnails/37699/223/100/100/638339392951262568.jpeg
Aspirant of the Comet,0.5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/37782/549/100/100/638342873647247351.jpeg
Topi,0.5,Undead,Small,https://www.dndbeyond.com/avatars/thumbnails/39/274/100/100/636411144232064015.jpeg
Tower Hand,0.5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/42855/651/100/100/638560560789406367.jpeg
Ape,0.5,Beast,Medium,https://www.dndbeyond.com/avatars/thumbnails/43938/888/100/100/638607408671951647.jpeg
Black Bear,0.5,Beast,Medium,https://www.dndbeyond.com/avatars/thumbnails/43938/929/100/100/638607409966263242.jpeg
Crocodile,0.5,Beast,Large,https://www.dndbeyond.com/avatars/thumbnails/43939/130/100/100/638607415523410034.jpeg
Giant Seahorse,0.5,Beast,Large,https://www.dndbeyond.com/avatars/thumbnails/43939/258/100/100/638607418888752666.jpeg
Reef Shark,0.5,Beast,Medium,https://www.dndbeyond.com/avatars/thumbnails/43939/786/100/100/638607431062581096.jpeg
Warhorse,0.5,Beast,Large,https://www.dndbeyond.com/avatars/thumbnails/43939/914/100/100/638607434778564331.jpeg
Scout,0.5,Humanoid,Medium or Small,https://www.dndbeyond.com/avatars/thumbnails/46992/17/100/100/638736097250843939.jpeg
Shadow,0.5,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/46992/20/100/100/638736097256932560.jpeg
Cockatrice,0.5,Monstrosity,Small,https://www.dndbeyond.com/avatars/thumbnails/47138/719/100/100/638741963919336626.jpeg
Darkmantle,0.5,Aberration,Small,https://www.dndbeyond.com/avatars/thumbnails/47138/739/100/100/638741963946560889.jpeg
Dust Mephit,0.5,Elemental,Small,https://www.dndbeyond.com/avatars/thumbnails/47138/779/100/100/638741964000037150.jpeg
Gas Spore Fungus,0.5,Plant,Large,https://www.dndbeyond.com/avatars/thumbnails/47138/831/100/100/638741964072498407.jpeg
Giant Wasp,0.5,Beast,Medium,https://www.dndbeyond.com/avatars/thumbnails/47138/889/100/100/638741964154679528.jpeg
Gnoll Warrior,0.5,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/47138/917/100/100/638741964190540850.jpeg
Hobgoblin Warrior,0.5,Fey,Medium,https://www.dndbeyond.com/avatars/thumbnails/47138/984/100/100/638741964286645034.jpeg
Ice Mephit,0.5,Elemental,Small,https://www.dndbeyond.com/avatars/thumbnails/47139/1/100/100/638741964308681447.jpeg
Myconid Adult,0.5,Plant,Medium,https://www.dndbeyond.com/avatars/thumbnails/47139/103/100/100/638741964445809113.jpeg
Jackalwere,0.5,Fiend,Small,https://www.dndbeyond.com/avatars/thumbnails/47139/11/100/100/638741964322603258.jpeg
Performer,0.5,Humanoid,Medium or Small,https://www.dndbeyond.com/avatars/thumbnails/47139/145/100/100/638741964504080607.jpeg
Piercer,0.5,Aberration,Medium,https://www.dndbeyond.com/avatars/thumbnails/47139/151/100/100/638741964512700153.jpeg
Rust Monster,0.5,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/47139/205/100/100/638741964588887202.jpeg
Sahuagin Warrior,0.5,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/47139/213/100/100/638741964599553627.jpeg
Satyr,0.5,Fey,Medium,https://www.dndbeyond.com/avatars/thumbnails/47139/223/100/100/638741964611900234.jpeg
Swarm of Insects,0.5,Beast,Medium,https://www.dndbeyond.com/avatars/thumbnails/47139/282/100/100/638741964695991712.jpeg
Tough,0.5,Humanoid,Medium or Small,https://www.dndbeyond.com/avatars/thumbnails/47139/304/100/100/638741964727756616.jpeg
Troll Limb,0.5,Giant,Small,https://www.dndbeyond.com/avatars/thumbnails/47139/314/100/100/638741964742304698.jpeg
Vine Blight,0.5,Plant,Medium,https://www.dndbeyond.com/avatars/thumbnails/47139/341/100/100/638741964776588758.jpeg
Warhorse Skeleton,0.5,Undead,Large,https://www.dndbeyond.com/avatars/thumbnails/47139/351/100/100/638741964791761149.jpeg
Magma Mephit,0.5,Elemental,Small,https://www.dndbeyond.com/avatars/thumbnails/47139/48/100/100/638741964371123369.jpeg
Magmin,0.5,Elemental,Small,https://www.dndbeyond.com/avatars/thumbnails/47139/50/100/100/638741964373650844.jpeg
Modron Tridrone,0.5,Construct,Medium,https://www.dndbeyond.com/avatars/thumbnails/47139/94/100/100/638741964434214049.jpeg
Gray Ooze,0.5,Ooze,Medium,https://www.dndbeyond.com/avatars/thumbnails/47158/489/100/100/638742816351321377.jpeg
Worg,0.5,Fey,Large,https://www.dndbeyond.com/avatars/thumbnails/47158/749/100/100/638742828060220396.jpeg
Giant Goat,0.5,Beast,Large,https://www.dndbeyond.com/avatars/thumbnails/47158/876/100/100/638742834565228980.jpeg
Cackler,0.5,Fiend,Small,https://www.dndbeyond.com/avatars/thumbnails/4719/594/100/100/636755086300933654.jpeg
Kraul Warrior,0.5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/4719/719/100/100/636755096161351807.jpeg
Winged Thrull,0.5,Construct,Small,https://www.dndbeyond.com/avatars/thumbnails/4719/808/100/100/636755104682469417.jpeg
Scorchbringer Guard,0.5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/4719/969/100/100/636755117374838641.jpeg
Gray Ooze Glob,0.5,Ooze,Small,https://www.dndbeyond.com/avatars/thumbnails/51505/700/100/100/638932886799121546.jpeg
Kuo-Toa Marauder,0.5,Aberration,Medium,https://www.dndbeyond.com/avatars/thumbnails/51505/706/100/100/638932886805675417.jpeg
Demobat,0.5,Fiend,Tiny,https://www.dndbeyond.com/avatars/thumbnails/51925/773/100/100/638951219350232638.jpeg
Giant Corrupted Rat,0.5,Monstrosity,Small,https://www.dndbeyond.com/avatars/thumbnails/51925/787/100/100/638951219365831713.jpeg
Gnoll Warrior (Stranger Things),0.5,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/51925/791/100/100/638951219370667327.jpeg
Myconid Adult (Stranger Things),0.5,Plant,Medium,https://www.dndbeyond.com/avatars/thumbnails/51925/805/100/100/638951219389249256.jpeg
Rilly June,0.5,Humanoid,Small,https://www.dndbeyond.com/avatars/thumbnails/51925/809/100/100/638951219394554924.jpeg
Shadow (Stranger Things),0.5,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/51925/813/100/100/638951219399389478.jpeg
Vine Blight Tangler,0.5,Plant,Medium,https://www.dndbeyond.com/avatars/thumbnails/51925/819/100/100/638951219407824571.jpeg
Dust Mephit (Summoner Variant),0.5,Elemental,Small,https://www.dndbeyond.com/avatars/thumbnails/5738/270/100/100/636898377669333321.jpeg
Ice Mephit (Summoner Variant),0.5,Elemental,Small,https://www.dndbeyond.com/avatars/thumbnails/5738/309/100/100/636898380704439289.jpeg
Magma Mephit (Summoner Variant),0.5,Elemental,Small,https://www.dndbeyond.com/avatars/thumbnails/5738/374/100/100/636898386060383648.jpeg
Koalinth,0.5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/5912/484/100/100/636918878247724901.png
Locathah,0.5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/5912/501/100/100/636918880233084131.png
Skeletal Alchemist,0.5,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/6055/788/100/100/636936213733876565.jpeg
Grunka,0.5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/6214/326/100/100/636952492931884184.jpeg
Don-Jon Raskin,0.5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/6290/214/100/100/636960517651594329.png
Gash the Gnoll,0.5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/6556/973/100/100/636987907718416852.png
Necromite of Myrkul,0.5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/6757/9/100/100/637006857082812774.png
Noska Ur’gray,0.5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/7095/942/100/100/637036064769115484.png
Gazer Familiar,0.5,Aberration,Tiny,https://www.dndbeyond.com/avatars/thumbnails/77/613/100/100/636473160565321188.jpeg
Dolgrim,0.5,Aberration,Small,https://www.dndbeyond.com/avatars/thumbnails/7725/607/100/100/637091619686980205.jpeg
Shifter,0.5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/7726/685/100/100/637091742733424917.jpeg
Valenar Hound,0.5,Fey,Medium,https://www.dndbeyond.com/avatars/thumbnails/7727/235/100/100/637091790311727642.jpeg
Valenar Steed,0.5,Fey,Large,https://www.dndbeyond.com/avatars/thumbnails/7727/243/100/100/637091790647441735.jpeg
Changeling,0.5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/7727/54/100/100/637091775856858983.jpeg
Jackalwere,0.5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/8/918/100/100/636320977835476467.jpeg
Needle Spawn,0.5,Plant,Medium,https://www.dndbeyond.com/avatars/thumbnails/8006/135/100/100/637115707809762105.jpeg
Norker,0.5,Humanoid,Small,https://www.dndbeyond.com/avatars/thumbnails/8006/143/100/100/637115709086431811.jpeg
Dire Corby,0.5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/8006/83/100/100/637115701414260629.jpeg
Deep Gnome (Svirfneblin),0.5,Humanoid,Small,https://www.dndbeyond.com/avatars/thumbnails/9/111/100/100/636323610009193310.jpeg
Psychic Gray Ooze,0.5,Ooze,Medium,https://www.dndbeyond.com/avatars/thumbnails/9/42/100/100/636322715531275940.jpeg
Piercer,0.5,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/9/50/100/100/636322773006184065.jpeg
Chitine,0.5,Monstrosity,Small,https://www.dndbeyond.com/avatars/thumbnails/9/587/100/100/636329508221587279.jpeg
Gazer,0.5,Aberration,Tiny,https://www.dndbeyond.com/avatars/thumbnails/9/589/100/100/636329508758124024.jpeg
Firenewt Warrior,0.5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/9/628/100/100/636329665625485619.jpeg
Orc Nurtured One of Yurtrus,0.5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/9/767/100/100/636331423645848118.jpeg
Satyr (Variant),0.5,Fey,Medium,https://www.dndbeyond.com/avatars/thumbnails/9581/512/100/100/637215397637610274.jpeg
Specter,1,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/0/118/100/100/636252747398810708.jpeg
Brass Dragon Wyrmling,1,Dragon,Medium,https://www.dndbeyond.com/avatars/thumbnails/0/214/100/100/636252764962271393.jpeg
Copper Dragon Wyrmling,1,Dragon,Medium,https://www.dndbeyond.com/avatars/thumbnails/0/254/100/100/636252768001433878.jpeg
Death Dog,1,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/0/264/100/100/636252768821944335.jpeg
Quasit,1,Fiend,Tiny,https://www.dndbeyond.com/avatars/thumbnails/0/270/100/100/636252769318074104.jpeg
Dryad,1,Fey,Medium,https://www.dndbeyond.com/avatars/thumbnails/0/306/100/100/636252771953468980.jpeg
Duergar,1,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/0/308/100/100/636252772100715035.jpeg
Giant Spider,1,Beast,Large,https://www.dndbeyond.com/avatars/thumbnails/0/322/100/100/636252775648118279.jpeg
Hippogriff,1,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/0/334/100/100/636252776577824273.jpeg
Imp,1,Fiend,Tiny,https://www.dndbeyond.com/avatars/thumbnails/0/360/100/100/636252778559844878.jpeg
Harpy,1,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/0/390/100/100/636252781955283226.jpeg
Alseid,1,Fey,Medium,https://www.dndbeyond.com/avatars/thumbnails/10836/222/100/100/637266331497780791.jpeg
Bronze Sable,1,Construct,Medium,https://www.dndbeyond.com/avatars/thumbnails/10836/549/100/100/637266342220818172.jpeg
Nyx-Fleece Ram,1,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/10836/732/100/100/637266347731472138.jpeg
Satyr Reveler,1,Fey,Medium,https://www.dndbeyond.com/avatars/thumbnails/10836/916/100/100/637266354303451501.jpeg
Dzaan’s Simulacrum,1,Construct,Medium,https://www.dndbeyond.com/avatars/thumbnails/12734/861/100/100/637357081618854243.jpeg
Hypnos Magen,1,Construct,Medium,https://www.dndbeyond.com/avatars/thumbnails/12734/900/100/100/637357081676885537.jpeg
Prisoner 237,1,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/12734/938/100/100/637357081738505029.jpeg
Young Griffon (Medium),1,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/12734/974/100/100/637357081787332561.jpeg
Crag Cat,1,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/13/141/100/100/636357409884630294.jpeg
Strahd Zombie,1,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/13263/818/100/100/637381852508922652.jpeg
